8.423030712787538121e-02,8.423030712787538121e-02,2.644831643815286903e-01,3.369212285115015248e-01,0.000000000000000000e+00,5.668699669706013244e-01,8.423030712787538121e-02,2.526909213836261436e-01,1.684606142557507624e-01,2.526909213836261436e-01,8.423030712787538121e-02,1.684606142557507624e-01,8.423030712787538121e-02,2.636408613102499410e-01,2.526909213836261436e-01,8.423030712787538121e-02,1.684606142557507624e-01,2.526909213836261436e-01,1.684606142557507624e-01,8.423030712787538121e-02,8.423030712787538121e-02
6.462154611852152786e-02,1.292430922370430557e-01,2.365148587937888347e-01,1.292430922370430557e-01,5.815939150666937785e-01,4.950010432678749739e-01,1.292430922370430557e-01,2.584861844740861114e-01,1.292430922370430557e-01,1.292430922370430557e-01,6.462154611852152786e-02,2.584861844740861114e-01,6.462154611852152786e-02,2.365148587937888347e-01,1.938646383555646113e-01,6.462154611852152786e-02,6.462154611852152786e-02,1.292430922370430557e-01,6.462154611852152786e-02,6.462154611852152786e-02,6.462154611852152786e-02
7.797247845132571076e-02,7.797247845132571076e-02,2.838198215628255916e-01,3.118899138053028430e-01,0.000000000000000000e+00,5.988286345061815119e-01,7.797247845132571076e-02,2.339174353539771323e-01,2.339174353539771323e-01,2.339174353539771323e-01,7.797247845132571076e-02,1.559449569026514215e-01,7.797247845132571076e-02,2.838198215628255916e-01,2.339174353539771323e-01,7.797247845132571076e-02,1.559449569026514215e-01,1.559449569026514215e-01,1.559449569026514215e-01,7.797247845132571076e-02,1.559449569026514215e-01
7.404403596145199551e-02,7.404403596145199551e-02,2.865504191708192483e-01,2.961761438458079820e-01,0.000000000000000000e+00,5.708795172627948444e-01,7.404403596145199551e-02,2.221321078843559726e-01,2.961761438458079820e-01,2.221321078843559726e-01,7.404403596145199551e-02,2.961761438458079820e-01,1.480880719229039910e-01,2.865504191708192483e-01,7.404403596145199551e-02,1.480880719229039910e-01,1.480880719229039910e-01,1.480880719229039910e-01,7.404403596145199551e-02,7.404403596145199551e-02,1.480880719229039910e-01
7.811353459078686223e-02,7.811353459078686223e-02,2.858955366022799538e-01,3.124541383631474489e-01,0.000000000000000000e+00,6.350630362230972326e-01,7.811353459078686223e-02,1.562270691815737245e-01,7.811353459078686223e-02,2.343406037723606006e-01,7.811353459078686223e-02,2.343406037723606006e-01,7.811353459078686223e-02,2.858955366022799538e-01,2.343406037723606006e-01,7.811353459078686223e-02,1.562270691815737245e-01,1.562270691815737245e-01,1.562270691815737245e-01,7.811353459078686223e-02,1.562270691815737245e-01
7.684114156634327952e-02,7.684114156634327952e-02,2.835438123798067478e-01,3.073645662653731181e-01,0.000000000000000000e+00,5.547930421089984909e-01,7.684114156634327952e-02,3.073645662653731181e-01,7.684114156634327952e-02,2.305234246990298663e-01,7.684114156634327952e-02,3.073645662653731181e-01,7.684114156634327952e-02,2.835438123798067478e-01,2.305234246990298663e-01,1.536822831326865590e-01,1.536822831326865590e-01,1.536822831326865590e-01,7.684114156634327952e-02,7.684114156634327952e-02,1.536822831326865590e-01
7.790236634766140034e-02,7.790236634766140034e-02,3.248528676697480244e-01,3.116094653906456013e-01,0.000000000000000000e+00,5.453165644336298579e-01,7.790236634766140034e-02,1.558047326953228007e-01,1.558047326953228007e-01,2.337070990429842010e-01,7.790236634766140034e-02,3.116094653906456013e-01,7.790236634766140034e-02,3.248528676697480244e-01,2.337070990429842010e-01,1.558047326953228007e-01,7.790236634766140034e-02,1.558047326953228007e-01,1.558047326953228007e-01,7.790236634766140034e-02,1.558047326953228007e-01
7.099712590282564184e-02,2.839885036113025674e-01,2.229309753348725220e-01,2.839885036113025674e-01,2.129913777084769255e-01,5.843063461802551206e-01,7.099712590282564184e-02,7.099712590282564184e-02,2.839885036113025674e-01,1.419942518056512837e-01,7.099712590282564184e-02,2.839885036113025674e-01,2.129913777084769255e-01,2.222210040758442473e-01,2.129913777084769255e-01,1.419942518056512837e-01,1.419942518056512837e-01,7.099712590282564184e-02,7.099712590282564184e-02,7.099712590282564184e-02,7.099712590282564184e-02
7.558734453487743477e-02,1.511746890697548695e-01,2.706026934348612079e-01,1.511746890697548695e-01,2.267620336046323182e-01,6.251073393034363157e-01,2.267620336046323182e-01,7.558734453487743477e-02,7.558734453487743477e-02,1.511746890697548695e-01,7.558734453487743477e-02,3.023493781395097391e-01,3.023493781395097391e-01,2.706026934348612079e-01,2.267620336046323182e-01,7.558734453487743477e-02,7.558734453487743477e-02,7.558734453487743477e-02,7.558734453487743477e-02,7.558734453487743477e-02,7.558734453487743477e-02
7.615245159217655380e-02,7.615245159217655380e-02,2.421647960631214402e-01,3.046098063687062152e-01,0.000000000000000000e+00,6.648109023997013090e-01,7.615245159217655380e-02,2.284573547765296475e-01,1.523049031843531076e-01,2.284573547765296475e-01,7.615245159217655380e-02,1.523049031843531076e-01,7.615245159217655380e-02,2.421647960631214402e-01,2.284573547765296475e-01,7.615245159217655380e-02,1.523049031843531076e-01,2.284573547765296475e-01,1.523049031843531076e-01,7.615245159217655380e-02,7.615245159217655380e-02
7.274195245239045704e-02,7.274195245239045704e-02,2.495048969116993032e-01,2.909678098095618282e-01,7.274195245239045704e-02,5.513839995891196555e-01,1.454839049047809141e-01,2.909678098095618282e-01,7.274195245239045704e-02,2.909678098095618282e-01,7.274195245239045704e-02,2.909678098095618282e-01,2.182258573571713989e-01,2.495048969116993032e-01,2.182258573571713989e-01,7.274195245239045704e-02,1.454839049047809141e-01,2.182258573571713989e-01,7.274195245239045704e-02,7.274195245239045704e-02,7.274195245239045704e-02
6.996691242452936221e-02,6.996691242452936221e-02,2.399865096161357403e-01,2.798676496981174489e-01,2.099007372735881005e-01,6.248045279510472394e-01,6.996691242452936221e-02,2.798676496981174489e-01,6.996691242452936221e-02,1.399338248490587244e-01,6.996691242452936221e-02,2.798676496981174489e-01,2.099007372735881005e-01,2.399865096161357403e-01,2.099007372735881005e-01,1.399338248490587244e-01,6.996691242452936221e-02,2.099007372735881005e-01,6.996691242452936221e-02,6.996691242452936221e-02,6.996691242452936221e-02
5.998017862649939608e-02,1.199603572529987922e-01,1.883377608872081055e-01,1.799405358794981813e-01,5.998017862649939191e-01,4.540499522026004708e-01,1.199603572529987922e-01,5.998017862649939608e-02,1.199603572529987922e-01,1.799405358794981813e-01,5.998017862649939608e-02,2.399207145059975843e-01,2.399207145059975843e-01,1.877379591009430970e-01,1.799405358794981813e-01,1.199603572529987922e-01,5.998017862649939608e-02,2.399207145059975843e-01,5.998017862649939608e-02,1.199603572529987922e-01,5.998017862649939608e-02
6.841116802665567209e-02,6.841116802665567209e-02,2.585942151407584766e-01,1.368223360533113442e-01,2.052335040799670440e-01,5.390800040500467460e-01,3.420558401332783882e-01,2.736446721066226884e-01,1.368223360533113442e-01,2.736446721066226884e-01,6.841116802665567209e-02,2.736446721066226884e-01,2.052335040799670440e-01,2.585942151407584766e-01,2.052335040799670440e-01,6.841116802665567209e-02,1.368223360533113442e-01,1.368223360533113442e-01,6.841116802665567209e-02,6.841116802665567209e-02,6.841116802665567209e-02
7.478726635978336090e-02,7.478726635978336090e-02,2.759650128676005565e-01,1.495745327195667218e-01,2.243617990793500550e-01,6.192385654590061295e-01,2.243617990793500550e-01,2.243617990793500550e-01,1.495745327195667218e-01,2.243617990793500550e-01,7.478726635978336090e-02,2.243617990793500550e-01,7.478726635978336090e-02,2.759650128676005565e-01,2.243617990793500550e-01,7.478726635978336090e-02,7.478726635978336090e-02,2.243617990793500550e-01,1.495745327195667218e-01,7.478726635978336090e-02,7.478726635978336090e-02
7.984386309366850454e-02,7.984386309366850454e-02,2.570972391616126451e-01,3.193754523746740182e-01,0.000000000000000000e+00,6.443399751659049102e-01,7.984386309366850454e-02,2.395315892810055414e-01,7.984386309366850454e-02,2.395315892810055414e-01,7.984386309366850454e-02,1.596877261873370091e-01,7.984386309366850454e-02,2.570972391616126451e-01,2.395315892810055414e-01,1.596877261873370091e-01,1.596877261873370091e-01,1.596877261873370091e-01,1.596877261873370091e-01,7.984386309366850454e-02,7.984386309366850454e-02
7.718604880436667759e-02,1.543720976087333552e-01,2.763260547196327299e-01,1.543720976087333552e-01,2.315581464131000189e-01,5.989637387218853526e-01,2.315581464131000189e-01,1.543720976087333552e-01,7.718604880436667759e-02,3.087441952174667104e-01,7.718604880436667759e-02,2.315581464131000189e-01,7.718604880436667759e-02,2.763260547196327299e-01,2.315581464131000189e-01,7.718604880436667759e-02,7.718604880436667759e-02,2.315581464131000189e-01,7.718604880436667759e-02,7.718604880436667759e-02,7.718604880436667759e-02
6.582034845822680447e-02,1.316406969164536089e-01,2.409024753571100963e-01,2.632813938329072179e-01,1.974610453746803995e-01,5.851428977936362630e-01,6.582034845822680447e-02,3.291017422911340362e-01,2.632813938329072179e-01,1.974610453746803995e-01,6.582034845822680447e-02,2.632813938329072179e-01,6.582034845822680447e-02,2.409024753571100963e-01,1.974610453746803995e-01,1.316406969164536089e-01,6.582034845822680447e-02,1.974610453746803995e-01,6.582034845822680447e-02,6.582034845822680447e-02,6.582034845822680447e-02
7.226891912727800849e-02,2.890756765091120339e-01,2.608907980494735712e-01,2.890756765091120339e-01,0.000000000000000000e+00,5.933278260349524880e-01,7.226891912727800849e-02,2.168067573818339977e-01,7.226891912727800849e-02,2.168067573818339977e-01,7.226891912727800849e-02,2.890756765091120339e-01,1.445378382545560170e-01,2.608907980494735712e-01,2.168067573818339977e-01,1.445378382545560170e-01,1.445378382545560170e-01,1.445378382545560170e-01,7.226891912727800849e-02,7.226891912727800849e-02,7.226891912727800849e-02
